.	O
All	O
patients	O
completed	O
the	O
Mini-Mental	TEST
State	TEST
Examination	TEST
(	O
MMSE	TEST
)	O
.	O
In	O
addition	O
,	O
sample	O
1	O
completed	O
the	O
Dementia	TEST
Rating	TEST
Scale	TEST
.	O
Patients	O
with	O
an	O
MMSE	TEST
score	O
>	O
16	O
completed	O
a	O
neuropsychological	O
battery	O
consisting	O
of	O
the	O
multiple-choice	O
version	O
of	O
the	O
Benton	TEST
Visual	TEST
Retention	TEST
Test	TEST
,	O
the	O
Judgement	TEST
of	TEST
Line	TEST
Orientation	TEST
Test	TEST
and	O
the	O
Stroop	TEST
Word	TEST
Test	TEST
.	O
Sample	O
2	O
completed	O
the	O
Cambridge	TEST
Cognitive	TEST
Examination	TEST
,	O
the	O
cognitive	O
section	O
of	O
the	O
Cambridge	TEST
Mental	TEST
Disorders	TEST
of	TEST
the	TEST
Elderly	TEST
Examination	TEST
.	O
The	O
CERAD	TEST
total	O
score	O
was	O
obtained	O
by	O
combining	O
the	O
scores	O
of	O
its	O
six	O
subtests	O
:	O
Verbal	TEST
Fluency	TEST
modified	O
Boston	TEST
Naming	TEST
Test	TEST
.	O
The	O
Consortium	TEST
to	TEST
Establish	TEST
a	TEST
Registry	TEST
for	TEST
AD	TEST
(	O
CERAD	TEST
)	O
neuropsychological	O
battery	O
was	O
developed	O
to	O
provide	O
standardized	O
and	O
validated	O
measures	O
for	O
the	O
assessment	O
of	O
AD	O
across	O
the	O
whole	O
range	O
of	O
disease	O
severity	O
It	O
is	O
composed	O
of	O
five	O
tests	O
derived	O
from	O
previously	O
established	TEST
cognitive	TEST
tests	TEST
(	O
Animal	TEST
Naming	TEST
,	O
Modified	TEST
Boston	TEST
Naming	TEST
Test	TEST
[	O
BNT	TEST
]	O
,	O
Mini-Mental	TEST
State	TEST
Examination	TEST
[	O
MMSE	TEST
]	O
,	O
Constructional	TEST
Praxis	TEST
,	O
and	O
Word	TEST
List	TEST
Memory	TEST
)	O
.	O
We	O
then	O
administered	O
the	O
Minnesota	TEST
Impulsive	TEST
Disorder	TEST
Interview	TEST
,	O
which	O
investigates	O
the	O
presence	O
of	O
selected	O
ICDs	O
.	O
All	O
had	O
normal	O
or	O
corrected-to-normal	O
vision	O
,	O
no	O
history	O
of	O
neurological	O
or	O
psychiatric	O
disorders	O
,	O
and	O
were	O
right-handed	O
,	O
as	O
measured	O
by	O
the	O
Edinburgh	TEST
Handedness	TEST
Inventory	TEST
.	O
We	O
evaluated	O
the	O
brain	O
metabolic	O
correlates	O
of	O
main	O
indexes	O
of	O
a	O
widely	O
used	O
word	O
list	O
learning	O
test	O
,	O
the	O
Rey	TEST
Auditory	TEST
Verbal	TEST
Memory	TEST
Test	TEST
(	O
RAVLT	TEST
)	O
,	O
in	O
a	O
group	O
of	O
elderly	O
subjects	O
with	O
memory	O
complaints	O
.	O
Besides	O
the	O
RAVLT	TEST
,	O
subjects	O
underwent	O
the	O
same	O
neuropsychological	O
test	O
battery	O
including	O
standard	O
tests	O
for	O
attention	O
,	O
language	O
,	O
visuoconstruction	O
,	O
and	O
executive	O
function	O
in	O
use	O
in	O
our	O
laboratory	O
see	O
also	O
references	O
.	O
The	O
present	O
study	O
focuses	O
on	O
the	O
RAVLT	TEST
,	O
consisting	O
of	O
5	TEST
free-recall	TEST
trials	TEST
of	TEST
a	TEST
15	TEST
words	TEST
list	TEST
and	O
a	O
recall	O
(	O
trial	O
6	O
)	O
after	O
an	O
interference	O
period	O
of	O
15	O
minutes	O
.	O
With	O
this	O
aim	O
,	O
we	O
selected	O
patients	O
with	O
either	O
SMC	O
or	O
aMCI	O
that	O
formed	O
a	O
'	O
Memory	O
Complaint	O
'	O
(	O
MC	O
)	O
group	O
and	O
analyzed	O
the	O
correlation	O
between	O
some	O
indexes	O
of	O
the	O
Rey	TEST
Auditory	TEST
Verbal	TEST
Learning	TEST
Test	TEST
(	O
RAVLT	TEST
)	O
and	O
brain	O
glucose	O
metabolism	O
(	O
by	O
means	O
of	O
18	O
F-FDG-PET	O
)	O
,	O
as	O
an	O
early	O
marker	O
of	O
synaptic	O
transmission	O
failure	O
.	O
Our	O
working	O
hypothesis	O
was	O
that	O
impairment	O
in	O
RAVLT	TEST
indexes	O
could	O
reflect	O
hypometabolism	O
in	O
some	O
of	O
the	O
typical	O
dysfunction	O
sites	O
of	O
very	O
early	O
AD	O
,	O
thus	O
helping	O
in	O
unraveling	O
the	O
pathophysiological	O
meaning	O
of	O
memory	O
dysfunction	O
in	O
these	O
subjects	O
.	O
They	O
met	O
apathy	O
criteria	O
published	O
by	O
Robert	O
et al	O
and	O
had	O
a	O
score	O
greater	O
than	O
16	O
on	O
the	O
Lille	TEST
Apathy	TEST
Rating	TEST
Scale	TEST
(	O
LARS	TEST
)	O
.	O
Apathy	O
severity	O
(	O
according	O
to	O
the	O
LARS	TEST
)	O
was	O
correlated	O
with	O
atrophy	O
in	O
the	O
left	O
nucleus	O
accumbens	O
.	O
First	O
of	O
all	O
,	O
all	O
participants	O
underwent	O
a	O
behavioral	O
assessment	O
including	O
:	O
the	O
gambling	TEST
symptom	TEST
assessment	TEST
scale	TEST
(	O
G-SAS	TEST
)	O
,	O
which	O
gives	O
a	O
severity	O
score	O
during	O
a	O
patient's	O
worst	O
week	O
of	O
gambling	O
activity	O
(	O
past	O
gambling	O
)	O
and	O
a	O
severity	O
score	O
for	O
current	O
gambling	O
activity	O
the	O
Barratt	TEST
Impulsivity	TEST
Scale	TEST
(	O
BIS-11	TEST
)	O
.	O
Next	O
,	O
additional	O
neuropsychological	O
measures	O
were	O
also	O
evaluated	O
:	O
executive	O
control	O
(	O
Frontal	TEST
Assessment	TEST
Battery	TEST
,	O
Modified	TEST
Card	TEST
Sorting	TEST
Test	TEST
and	O
Stroop	TEST
task	TEST
)	O
,	O
attention	O
and	O
working	O
memory	O
(	O
Digit	TEST
Span	TEST
Forward	TEST
and	O
Backward	TEST
)	O
,	O
short	O
and	O
long	O
term	O
verbal	O
memory	O
(	O
Rey	TEST
Auditory	TEST
Verbal	TEST
Learning	TEST
Test	TEST
)	O
,	O
verbal	O
fluency	O
and	O
language	O
comprehension	O
(	O
Word	TEST
List	TEST
Generation	TEST
,	O
Token	TEST
Test	TEST
)	O
and	O
visualespatial	O
skills	O
(	O
Judgment	TEST
of	TEST
Line	TEST
Orientation	TEST
)	O
.	O
All	O
subjects	O
were	O
screened	O
for	O
suitability	O
of	O
fMRI	O
participation	O
and	O
right-handedness	O
according	O
to	O
the	O
Edinburgh	TEST
inventory	TEST
for	TEST
handedness	TEST
.	O
Correlations	O
between	O
self-rated	O
Apathy	TEST
Evaluation	TEST
Scale	TEST
scores	TEST
and	O
dopamine	O
transporter	O
binding	O
to	O
the	O
striatal	O
sub-regions	O
.	O
We	O
conducted	O
a	O
survey	O
of	O
the	O
degree	O
of	O
apathy	O
using	O
the	O
self-rated	O
version	O
of	O
the	O
Apathy	TEST
Evaluation	TEST
Scale	TEST
(	O
AES-S	TEST
)	O
in	O
PD	O
patients	O
who	O
met	O
the	O
following	O
criteria	O
.	O
Thirty-four	O
patients	O
were	O
assigned	O
to	O
the	O
apathetic	O
PD	O
group	O
(	O
AES-S	TEST
score	O
>	O
37	O
)	O
,	O
and	O
41	O
patients	O
were	O
assigned	O
to	O
the	O
depressed	O
PD	O
group	O
(	O
BDI	TEST
score	O
>	O
15	O
)	O
.	O
Daytime	O
sleepiness	O
was	O
estimated	O
by	O
the	O
Epworth	TEST
Sleepiness	TEST
Scale	TEST
(	O
ESS	TEST
)	O
.	O
Prior	O
to	O
being	O
enrolled	O
in	O
the	O
experiment	O
,	O
participants	O
were	O
administered	O
a	O
standard	O
health	O
history	O
questionnaire	O
and	O
completed	O
a	O
Mini	TEST
Mental	TEST
State	TEST
Examination	TEST
(	O
MMSE	TEST
)	O
.	O
The	O
stimuli	O
used	O
in	O
the	O
action	O
and	O
object	O
picture-naming	O
tasks	O
were	O
taken	O
from	O
the	O
Center	O
for	O
Research	O
in 	O
Language-International	TEST
Picture-Naming	TEST
Project	TEST
corpus	TEST
CRL-IPNP	TEST
.	O
The	O
neuropsychological	O
test	O
battery	O
included	O
measures	O
to	O
assess	O
non-verbal	O
reasoning	O
(	O
Raven-Colored	TEST
Progressive	TEST
Matrices	TEST
)	O
,	O
language	O
comprehension	O
(	O
Token	TEST
Test	TEST
)	O
,	O
verbal	TEST
fluency	TEST
(	O
phonemic	TEST
and	TEST
semantic	TEST
)	O
,	O
memory	O
(	O
Story	TEST
Recall	TEST
,	O
Rey每Osterrieth	TEST
Complex	TEST
Figure	TEST
Recall	TEST
,	O
Digit	TEST
Span	TEST
,	O
Spatial	TEST
Span	TEST
)	O
,	O
visuo-spatial	O
abilities	O
(	O
Rey每Osterrieth	TEST
Complex	TEST
Figure	TEST
,	O
Copy	O
)	O
,	O
attention	O
and	O
executive	O
functions	O
(	O
Trail-Making	TEST
Test	TEST
A	TEST
and	TEST
B	TEST
)	O
.	O
All	O
patients	O
received	O
the	O
clinical	TEST
dementia	TEST
rating	TEST
(	O
CDR	TEST
)	O
and	O
underwent	O
a	O
neuropsychological	O
assessment	O
measuring	O
global	O
cognitive	O
functioning	O
(	O
Mini-Mental	TEST
State	TEST
Examination	TEST
[	O
MMSE	TEST
]	O
,	O
and	O
Raven's	TEST
Coloured	TEST
Progressive	TEST
Matrices	TEST
,	O
long-term	O
verbal	O
and	O
spatial	O
memory	O
(	O
Story	TEST
Recall	TEST
,	O
Rey每Osterrieth	TEST
Complex	TEST
Figure	TEST
recall	TEST
)	O
,	O
visuospatial	O
abilities	O
(	O
Rey每Osterrieth	TEST
Complex	TEST
Figure	TEST
copy	TEST
,	O
Clock	TEST
Design	TEST
)	O
,	O
executive	O
functions	O
(	O
Weigl's	TEST
Sorting	TEST
Test	TEST
,	O
Phonemic	TEST
and	TEST
Semantic	TEST
Fluencies	TEST
,	O
Frontal	TEST
Assessment	TEST
Battery	TEST
)	O
and	O
attention	O
(	O
Number	TEST
cancellation	TEST
)	O
.	O
We	O
included	O
patients	O
with	O
Mini-Mental	TEST
State	TEST
Examination	TEST
(	O
MMSE	TEST
)	O
scores	O
of	O
20	O
and	O
greater	O
.	O
The	O
aim	O
of	O
our	O
study	O
was	O
to	O
identify	O
the	O
cerebral	O
correlates	O
of	O
neuropsychological	O
deficits	O
as	O
assessed	O
by	O
the	O
CERAD-NP	TEST
test	TEST
battery	TEST
in	O
a	O
large	O
sample	O
including	O
healthy	O
subjects	O
and	O
both	O
,	O
patients	O
with	O
MCI	O
and	O
AD	O
.	O
Cognitive	O
functions	O
were	O
investigated	O
using	O
the	O
German	TEST
version	TEST
of	TEST
the	TEST
CERAD-NP	TEST
test	TEST
battery	TEST
.	O
the	O
CERAD	TEST
subtests	TEST
'	O
immediate recall	TEST
'	O
and	O
'	O
delayed	TEST
recall	TEST
'	O
referred	O
to	O
left-and	O
to	O
a	O
somewhat	O
lesser	O
extend-right	O
temporal	O
lobe	O
changes	O
including	O
the	O
hippocampus	O
,	O
those	O
in	O
the	O
subtest	O
'	O
recognition	O
'	O
to	O
gray	O
matter	O
reductions	O
in	O
the	O
left	O
hippocampus	O
and	O
dorsolateral	O
prefrontal	O
cortex	O
(	O
bihemispheric	O
)	O
,	O
respectively	O
.	O
Impaired	O
performance	O
in	O
the	O
CERAD	TEST
subtest	O
'	O
verbal	O
fluency	O
'	O
was	O
correlated	O
with	O
reduced	O
gray	O
matter	O
density	O
values	O
in	O
the	O
left	O
dorsolateral	O
prefrontal	O
cortex	O
(	O
including	O
Brodmann	O
area	O
44	O
)	O
,	O
gyrus	O
temporalis	O
superior	O
,	O
and	O
right	O
thalamus	O
,	O
while	O
performance	O
deficits	O
in	O
the	O
naming	O
subtest	O
referred	O
to	O
reductions	O
in	O
the	O
left-and	O
to	O
a	O
lesser	O
extent-right	O
temporal	O
cortex	O
,	O
including	O
the	O
hippocampus	O
(	O
bilaterally	O
)	O
.	O
Eighteen	O
of	O
the	O
19	O
AD	O
subjects	O
had	O
a	O
detailed	O
neuropsychometric	O
assessment	O
using	O
the	O
following	O
tests	O
:	O
Mini-Mental	TEST
State	TEST
Examination	TEST
(	O
MMSE	TEST
)	O
Warrington	TEST
short	TEST
recognition	TEST
memory	TEST
tests	TEST
(	O
WRTM	TEST
)	O
for	O
words	O
and	O
faces	O
,	O
AD	TEST
Assessment	TEST	
Scale	TEST
Word	TEST
List	TEST
Learning	TEST
test	TEST
and	O
30	TEST
minute	TEST
delayed	TEST
recall	TEST
,	O
immediate	TEST
and	TEST
delayed	TEST
recall	TEST
of	TEST
modified	TEST
complex	TEST
figure	TEST
,	O
Digit	TEST
Span	TEST
forwards	TEST
,	O
Trail	TEST
Making	TEST
Part	TEST
A	TEST
,	O
clock	TEST
drawing	TEST
,	O
copy	TEST
of	TEST
modified	TEST
complex	TEST
figure	TEST
,	O
30-item	TEST
Boston	TEST
Naming	TEST
Test	TEST
,	O
letter	TEST
fluency	TEST
(	O
FAS	TEST
)	O
,	O
category	TEST
fluency	TEST
(	O
animals	O
,	O
birds	O
,	O
and	O
dogs	O
)	O
.	O
Levels	O
of	O
temporal	O
lobe	O
metabolism	O
correlated	O
with	O
scores	O
for	O
the	O
MMSE	TEST
.	O
In	O
the	O
present	O
study	O
,	O
we	O
evaluated	O
the	O
effect	O
of	O
bilateral	O
STN	O
DBS	O
on	O
HRQoL	O
in	O
patients	O
with	O
advanced	O
PD	O
using	O
the	O
PDQ-39	TEST
and	TEST
NHP	TEST
questionnaires	TEST
.	O
Fig	O
shows	O
the	O
PDQ-39	TEST
scores	O
preoperatively	O
,	O
1	O
month	O
and	O
12	O
months	O
postoperatively	O
.	O
We	O
used	O
two	O
HRQoL	O
instruments	O
,	O
the	O
PDQ-39	TEST
and	O
NHP	TEST
,	O
to	O
measure	O
the	O
HRQoL	O
.	O
Episodic	O
memory	O
was	O
assessed	O
by	O
the	O
Rey	O
Auditory	TEST
Verbal	TEST
Learning	TEST
Test	TEST
(	O
RAVLT	TEST
)	O
,	O
which	O
includes	O
a	O
list	O
of	O
15	O
words	O
to	O
be	O
recalled	O
immediately	O
after	O
each	O
of	O
the	O
5	O
verbal	O
presentations	O
and	O
after	O
a	O
30-min	O
delay	O
.	O
A	O
test	O
of	O
frontal	O
lobe	O
functions	O
included	O
the	O
trail	TEST
making	TEST
test	TEST
B	TEST
(	O
TMT-B	TEST
,	O
score	O
.	O
For	O
neuropsychological	O
test	O
scores	O
,	O
we	O
used	O
tests	O
of	O
free	TEST
recall	TEST
and	O
the	TEST
trail	TEST
making	TEST
test	TEST
B	TEST
(	O
TMT-B	TEST
)	O
. 	O
Verbal	TEST
Fluency	TEST
Tests	TEST
.	O
Nonverbal	O
fluency	O
was	O
assessed	O
with	O
the	O
Ruff	TEST
Figural	TEST
Fluency	TEST
Test	TEST
.	O
All	O
AD	O
patients	O
were	O
administered	O
the	O
CERAD	TEST
Drawing	TEST
test	TEST
and	O
the	O
RBANS	TEST
Figure	TEST
Copy	TEST
test	TEST
by	O
a	O
trained	O
psychometrician	O
.	O
The	O
assessment	O
of	O
constructional	O
praxis	O
in	O
the	O
CERAD	TEST
Drawing	TEST
test	TEST
requires	O
copying	O
four	O
line	O
drawings	O
of	O
figures	O
of	O
increasing	O
complexity	O
(	O
a	O
circle	O
,	O
a	O
diamond	O
,	O
intersecting	O
rectangles	O
,	O
and	O
a	O
cube	O
)	O
,	O
the	O
Consortium	TEST
to	TEST
Establish	TEST
a	TEST
Registry	TEST
for	TEST
Alzheimer∩s	TEST
Disease	TEST
(	O
CERAD	TEST
)	O
Drawing	TEST
test	TEST
(	O
Morris	O
)	O
,	O
and	O
the	O
copying	O
task	O
of	O
the	O
modified	O
Rey-Figure	O
from	O
the	O
Repeatable	TEST
Battery	TEST
for	TEST
the	TEST
Assessment	TEST
of	TEST
Neuropsychological	TEST
Status	TEST
(	O
RBANS	TEST
)	O
,	O
called	O
RBANS	TEST
Figure	TEST
Copy	TEST
test	TEST
.	O
Performance	O
on	O
the	O
CERAD	TEST
Drawing	TEST
test	TEST
correlated	O
significantly	O
with	O
normalized	O
FDG	O
uptake	O
in	O
six	O
clusters	O
,	O
with	O
main	O
peaks	O
in	O
the	O
bilateral	O
inferior	O
temporal	O
gyri	O
,	O
bilateral	O
precuneus	O
,	O
right	O
supramarginal	O
gyrus	O
and	O
right	O
middle	O
temporal	O
gyrus	O
.	O
Forty-three	O
patients	O
suffered	O
from	O
severe	O
dementia	O
,	O
12	O
from	O
moderate	O
and	O
only	O
1	O
from	O
mild	O
dementia	O
according	O
to	O
the	O
Clinical	TEST
Dementia	TEST
Rating	TEST
.	O
All	O
participants	O
completed	O
the	O
Addenbrooke's	TEST
Cognitive	TEST
Examination	TEST
Revised	TEST
as	O
a	O
general	O
cognitive	O
measure	O
as	O
well	O
as	O
tests	O
of	O
language	O
comprehension	O
and	O
expression	O
.	O
Auditory	O
attention	O
span	O
and	O
working	O
memory	O
were	O
assessed	O
using	O
the	O
Digit	TEST
Span	TEST
Forward	TEST
(	O
DSF	TEST
)	O
and	TEST
Backward	TEST
(	O
DSB	TEST
)	O
subtests	O
of	O
the	O
Wechsler	TEST
Memory	TEST
ScaleeThird	TEST
edition	TEST
.	O
Visuospatial	O
attention	O
span	O
and	O
working	O
memory	O
were	O
examined	O
with	O
the	O
Spatial	TEST
Span	TEST
Forward	TEST
(	O
SSF	TEST
)	O
and	TEST
Backward	TEST
(	O
SSB	TEST
)	O
subtests	O
of	O
the	O
WMS-III	TEST
.	O
Subjects	O
from	O
both	O
groups	O
also	O
underwent	O
a	O
neuropsychological	O
test	O
battery	O
including	O
subitems	O
for	O
language	O
comprehension	O
,	O
praxis	O
,	O
remote	O
memory	O
,	O
and	O
recent	O
memory	O
from	O
the	O
CAMDEX	TEST
section	O
for	O
assessment	O
of	O
cognitive	O
function	O
(	O
CAMCOG	TEST
)	O
,	O
a	O
category	O
verbal	O
fluency	O
task	O
.	O
The	O
patient	O
groups	O
were	O
matched	O
in	O
age	O
,	O
education	O
,	O
duration	O
of	O
disease	O
,	O
and	O
Mini	TEST
Mental	TEST
State	TEST
Examination	TEST
(	O
MMSE	TEST
)	O
score	O
.	O
The	O
episodic	O
learning	O
task	O
is	O
the	O
CVLT	TEST
.	O
The	O
GDS	TEST
score	O
was	O
positively	O
correlated	O
with	O
NFT	O
densities	O
in	O
areas	O
.	O
The	O
Consortium	TEST
to	TEST
Establish	TEST
a	TEST
Registry	TEST
for	TEST
Alzheimer's	TEST
Disease	TEST
(	O
CERAD	TEST
)	O
neuropsychological	O
battery	O
revealed	O
severe	O
memory	O
deficits	O
,	O
mild	O
language	O
deficits	O
and	O
mild	O
praxic	O
disabilities	O
such	O
as	O
constructional	O
apraxia	O
in	O
all	O
of	O
the	O
cases	O
.	O
The	O
assessment	O
of	O
spatial	O
orientation	O
was	O
performed	O
in	O
three	O
steps	O
using	O
an	O
adapted	O
version	O
of	O
the	O
locational	O
orientation	O
subtests	O
of	O
the	O
Mini	TEST
Mental	TEST
State	TEST
Examination	TEST
.	O
The	O
WAIS-R	TEST
Similarities	TEST
subtest	TEST
(	O
SIM	TEST
)	O
,	O
a	O
measure	O
that	O
requires	O
one	O
to	O
identify	O
a	O
superordinate	O
category	O
or	O
features	O
shared	O
by	O
word	O
pairs	O
.	O
Language	O
and	O
Semantic	O
Knowledge	O
was	O
assessed	O
with	O
the	O
60-item	O
version	O
of	O
the	O
Boston	TEST
Naming	TEST
Test	TEST
.	O
This	O
was	O
assessed	O
with	O
the	O
9-word	O
dementia	O
version	O
of	O
the	O
California	TEST
Verbal	TEST
Learning	TEST
Test	TEST
.	O
Executive	O
Systems	O
Functioning	O
was	O
assessed	O
with	O
the	O
Boston	O
Revision	O
of	O
the	O
Wechsler	TEST
Memory	TEST
Scale	TEST
(	O
WMS	TEST
)	O
Mental	TEST
Control	TEST
subtest	TEST
.	O
Our	O
result	O
showed	O
a	O
significant	O
positive	O
correlation	O
between	O
the	O
WMS-R-verbal	TEST
score	O
and	O
the	O
bilateral	O
entorhinal	O
cortex	O
volume	O
.	O
The	O
aim	O
of	O
the	O
present	O
study	O
was	O
to	O
investigate	O
the	O
correlation	O
between	O
local	O
gray	O
matter	O
volume	O
and	O
the	O
WMS-R-verbal	TEST
score	O
in	O
healthy	O
adults	O
using	O
high	O
spatial	O
resolution	O
T1-weighted	O
images	O
with	O
a	O
3	O
Tesla	O
MR	O
(	O
3	O
T-MR	O
)	O
scanner	O
and	O
VBM	O
.	O
The	O
Wechsler	TEST
Memory	TEST
Scale-Revised	TEST
(	O
WMS-R	TEST
)	O
is	O
commonly	O
used	O
as	O
a	O
short-term	O
memory	O
function	O
test	O
.	O
the	O
Benton	TEST
Visual	TEST
Retention	TEST
Test	TEST
(	O
BVRT	TEST
)	O
and	O
constructional	TEST
praxis	TEST
(	O
CP	TEST
)	O
and	O
constructional	TEST
praxis	TEST
recall	TEST
(	O
CR	TEST
)	O
tests	O
in	O
the	O
Consortium	TEST
to	TEST
Establish	TEST
a	TEST
Registry	TEST
of	TEST
Alzheimer's	TEST
Disease	TEST
(	O
CERAD	TEST
)	O
neuropsychological	O
battery	O
.	O
A	O
significant	O
